Protocol,Mode,Scenario,Run,Seed,N,Slots,OnsetSlot,Algorithm,BudgetFraction,MeanSatisfaction,PreOnsetMeanSatisfaction,PostOnsetMeanSatisfaction,OnsetWindowMeanSatisfaction,TotalMigrations,PostOnsetMigrations,MigrationMB,PostOnsetMigrationMB,MeanAdmittedTasks,MeanRejectedTasks,PostMeanAdmittedTasks,PostMeanRejectedTasks,RuntimeSec,RepairOverrides,MaxBudgetExcess,CandidateEvaluations,AcceptedMoves,BudgetActiveSlots
paper2_revision_v2_20260731,FORMAL,compute_hotspot,9,2026074109,180,200,1,FullResched,0.05,56.6555555555556,,56.6555555555556,56.2222222222222,10383,10383,14871.8904,14871.8904,139.315,40.685,139.315,40.685,5.1601357,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,9,2026074109,180,200,1,HIVE,0.05,47.9583333333333,,47.9583333333333,48.75,11653,11653,16224.0262,16224.0262,139.755,40.245,139.755,40.245,449.3373043,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,10,2026074110,180,200,1,BigMECGreedy,0.05,35.5277777777778,,35.5277777777778,35.5,4099,4099,5790.3394,5790.3394,139.5,40.5,139.5,40.5,0.2820968,0,0,139510,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,10,2026074110,180,200,1,BudgetedLNS,0.05,63.8972222222222,,63.8972222222222,62.6388888888889,301,301,446.6812,446.6812,139.0,41.0,139.0,41.0,48.2141916,2,3,21352,289,5
paper2_revision_v2_20260731,FORMAL,compute_hotspot,10,2026074110,180,200,1,FullResched,0.05,50.7472222222222,,50.7472222222222,51.1666666666667,10346,10346,15023.057,15023.057,139.59,40.41,139.59,40.41,6.9840823,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,10,2026074110,180,200,1,HIVE,0.05,47.8083333333334,,47.8083333333334,48.5277777777778,11107,11107,16025.5216,16025.5216,139.765,40.235,139.765,40.235,378.2865793,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,11,2026074111,180,200,1,BigMECGreedy,0.05,32.8861111111111,,32.8861111111111,33.2222222222222,4552,4552,6897.4414,6897.4414,140.315,39.685,140.315,39.685,0.2782759,0,0,140310,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,11,2026074111,180,200,1,BudgetedLNS,0.05,58.3694444444445,,58.3694444444445,55.7222222222222,650,650,1028.9378,1028.9378,139.195,40.805,139.195,40.805,46.5231916,3,1,20885,600,9
paper2_revision_v2_20260731,FORMAL,compute_hotspot,11,2026074111,180,200,1,FullResched,0.05,51.1222222222222,,51.1222222222222,52.6111111111111,9809,9809,14004.9404,14004.9404,139.355,40.645,139.355,40.645,6.5657298,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,11,2026074111,180,200,1,HIVE,0.05,48.6527777777778,,48.6527777777778,49.5833333333333,11174,11174,15659.3498,15659.3498,139.615,40.385,139.615,40.385,410.1032932,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,12,2026074112,180,200,1,BigMECGreedy,0.05,47.3666666666667,,47.3666666666667,46.2777777777778,3977,3977,6088.49,6088.49,139.755,40.245,139.755,40.245,0.3168072,0,0,139755,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,12,2026074112,180,200,1,BudgetedLNS,0.05,66.1777777777778,,66.1777777777778,65.8888888888889,159,159,210.633,210.633,139.095,40.905,139.095,40.905,55.0580541,0,0,21536,159,1
paper2_revision_v2_20260731,FORMAL,compute_hotspot,12,2026074112,180,200,1,FullResched,0.05,56.7777777777778,,56.7777777777778,55.9444444444445,9731,9731,14049.5312,14049.5312,139.59,40.41,139.59,40.41,7.56913750000001,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,12,2026074112,180,200,1,HIVE,0.05,48.2916666666667,,48.2916666666667,48.6388888888889,10788,10788,15030.1752,15030.1752,139.81,40.19,139.81,40.19,644.2345265,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,13,2026074113,180,200,1,BigMECGreedy,0.05,49.9555555555556,,49.9555555555556,49.3888888888889,4619,4619,6961.2824,6961.2824,139.765,40.235,139.765,40.235,0.3175513,0,0,139765,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,13,2026074113,180,200,1,BudgetedLNS,0.05,62.4416666666666,,62.4416666666666,59.8888888888889,344,344,565.6664,565.6664,139.415,40.585,139.415,40.585,56.7622549,1,3,21490,321,2
paper2_revision_v2_20260731,FORMAL,compute_hotspot,13,2026074113,180,200,1,FullResched,0.05,52.4361111111111,,52.4361111111111,51.75,9491,9491,14463.608,14463.608,139.805,40.195,139.805,40.195,8.87717,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,13,2026074113,180,200,1,HIVE,0.05,50.1222222222222,,50.1222222222222,50.8055555555556,10678,10678,15471.4648,15471.4648,139.765,40.235,139.765,40.235,603.7308639,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,14,2026074114,180,200,1,BigMECGreedy,0.05,53.1388888888889,,53.1388888888889,54.25,3948,3948,5653.2336,5653.2336,139.4,40.6,139.4,40.6,0.2852111,0,0,139405,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,14,2026074114,180,200,1,BudgetedLNS,0.05,63.7388888888889,,63.7388888888889,61.3055555555556,248,248,423.9176,423.9176,139.03,40.97,139.03,40.97,53.109414,1,1,21513,228,1
paper2_revision_v2_20260731,FORMAL,compute_hotspot,14,2026074114,180,200,1,FullResched,0.05,56.8666666666667,,56.8666666666667,56.3888888888889,9329,9329,13895.4272,13895.4272,139.515,40.485,139.515,40.485,8.0050719,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,14,2026074114,180,200,1,HIVE,0.05,50.4444444444444,,50.4444444444444,51.2777777777778,10566,10566,14913.9036,14913.9036,139.62,40.38,139.62,40.38,621.6786979,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,15,2026074115,180,200,1,BigMECGreedy,0.05,43.3611111111111,,43.3611111111111,43.3611111111111,4043,4043,5889.8108,5889.8108,139.84,40.16,139.84,40.16,0.2993128,0,0,139845,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,15,2026074115,180,200,1,BudgetedLNS,0.05,58.6638888888889,,58.6638888888889,56.0,322,322,506.8042,506.8042,139.415,40.585,139.415,40.585,49.8139148,0,0,21512,296,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,15,2026074115,180,200,1,FullResched,0.05,50.6083333333333,,50.6083333333333,50.4722222222222,8677,8677,13171.6126,13171.6126,139.795,40.205,139.795,40.205,7.3720724,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,15,2026074115,180,200,1,HIVE,0.05,50.8472222222222,,50.8472222222222,50.6388888888889,9280,9280,13157.9002,13157.9002,139.63,40.37,139.63,40.37,555.608842000001,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,16,2026074116,180,200,1,BigMECGreedy,0.05,42.5722222222222,,42.5722222222222,43.1111111111111,4285,4285,6607.9684,6607.9684,139.785,40.215,139.785,40.215,0.3204257,0,0,139780,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,16,2026074116,180,200,1,BudgetedLNS,0.05,51.2138888888889,,51.2138888888889,50.5,311,311,515.696,515.696,139.46,40.54,139.46,40.54,68.1481653,0,0,21490,254,1
paper2_revision_v2_20260731,FORMAL,compute_hotspot,16,2026074116,180,200,1,FullResched,0.05,48.4305555555555,,48.4305555555555,48.7777777777778,9168,9168,13367.7924,13367.7924,139.725,40.275,139.725,40.275,10.0383938,0,0,0,0,0
